,Date Event Began,state
2858,2022-02-03,Tennessee
2859,2022-02-03,Ohio
2860,2022-02-03,Ohio
2861,2022-02-04,New York
2862,2022-06-08,Kansas
2863,2022-06-08,Missouri
2864,2022-06-12,Indiana
2865,2022-06-12,Ohio
2866,2022-06-12,Virginia
2867,2022-06-12,West Virginia
2868,2022-06-13,Kentucky
2869,2022-06-13,Ohio
2870,2022-07-06,Kentucky
2871,2022-07-06,Ohio
2872,2021-01-12,Washington
2873,2021-02-02,South Dakota
2874,2021-02-02,South Dakota
2875,2021-02-16,Missouri
2876,2021-06-07,Minnesota
2877,2021-06-07,North Dakota
2878,2021-06-11,South Dakota
2879,2021-08-02,Texas
2880,2021-08-02,Texas
2881,2021-09-17,Washington
2882,2020-01-09,Arkansas
2883,2020-01-11,Arkansas
2884,2020-01-17,California
2885,2020-02-06,North Carolina
2886,2020-02-06,South Carolina
2887,2020-07-07,Virginia
2888,2020-07-07,West Virginia
2889,2020-07-07,Wyoming
2890,2020-09-15,Alabama
2891,2020-09-15,Florida
2892,2020-09-15,Georgia
2893,2020-09-15,Mississippi
2894,2019-02-07,Arkansas
2895,2019-02-23,Virginia
2896,2019-03-13,Texas
2897,2019-03-13,Kansas
2898,2019-03-13,Oklahoma
2899,2019-03-13,Texas
2900,2019-04-26,Massachusetts
2901,2019-05-09,Texas
2902,2019-05-23,Indiana
2903,2019-05-27,Ohio
2904,2019-06-02,California
2905,2019-06-16,Oklahoma
2906,2019-07-30,Louisiana
2907,2019-08-08,Ohio
2908,2019-08-26,Oklahoma
2909,2019-10-09,California
2910,2019-10-23,California
2911,2019-10-26,California
2912,2019-11-20,California
2913,2018-07-18,Oregon
2914,2018-07-23,Florida
2915,2018-07-27,New York
2916,2018-12-09,North Carolina
2917,2017-03-08,New York
2918,2017-10-09,California
2919,2017-12-04,California
2920,2017-12-10,California
2921,2012-07-21,Texas
2922,2008-06-27,Nebraska
2923,2006-02-04,Washington
2924,2006-02-27,California
2925,2006-10-02,California
2926,2008-02-26,Florida
2927,2008-12-30,Indiana
2928,2010-07-29,California
2929,2010-07-29,California
2930,2007-08-29,California
2931,2009-01-22,Indiana
2932,2010-11-08,Maine
2933,2006-10-12,New York
2934,2006-10-12,New York
2935,2008-12-11,Louisiana
2936,2008-12-11,Mississippi
2937,2008-07-21,Illinois
2938,2008-07-21,Iowa
2939,2003-11-12,Michigan
2940,2003-11-13,New York
2941,2004-04-12,Florida
2942,2005-06-05,Michigan
2943,2005-06-06,Delaware
2944,2005-06-06,Pennsylvania
2945,2005-06-08,Minnesota
2946,2005-06-05,Michigan
2947,2005-06-29,Michigan
2948,2004-05-11,Texas
2949,2004-11-23,Texas
2950,2004-11-24,Georgia
2951,2005-05-08,Texas
2952,2005-05-29,Texas
2953,2005-06-06,New York
2954,2004-04-27,Washington
2955,2006-02-04,Washington
2956,2010-07-17,Minnesota
2957,2009-04-23,California
2958,2013-06-21,Iowa
2959,2013-06-21,Michigan
2960,2011-02-03,Maryland
2961,2011-02-17,California
2962,2011-03-14,Maryland
2963,2011-07-08,Pennsylvania
2964,2011-12-21,Idaho
2965,2012-01-17,Texas
2966,2012-02-17,Arkansas
2967,2012-11-15,Iowa
2968,2012-11-15,Michigan
2969,2014-03-20,New York
2970,2014-10-21,Indiana
2971,2014-12-30,Connecticut
2972,2014-12-30,Maine
2973,2014-12-30,Massachusetts
2974,2014-12-30,New Hampshire
2975,2014-12-30,Rhode Island
2976,2014-12-30,Vermont
2977,2018-05-07,New York
2978,2017-01-05,Florida
2979,2017-10-19,Utah
2980,2013-01-16,New Mexico
2981,2013-03-18,Florida
2982,2013-03-29,Maryland
2983,2013-04-17,Alabama
2984,2013-04-21,Tennessee
2985,2013-06-22,Montana
2986,2013-07-03,California
2987,2013-10-26,Arizona
2988,2013-12-10,Arizona
2989,2011-03-10,Texas
2990,2011-03-15,Texas
2991,2011-05-02,Connecticut
2992,2011-05-03,New York
2993,2011-05-04,Maryland
2994,2011-05-09,Pennsylvania
2995,2011-06-09,California
2996,2011-07-12,California
2997,2011-08-08,Ohio
2998,2011-08-18,Washington
2999,2011-08-22,Washington
3000,2011-08-25,Maine
3001,2011-08-28,Oregon
3002,2011-08-31,Ohio
3003,2011-09-21,Delaware
3004,2011-09-28,Delaware
3005,2011-09-30,Delaware
3006,2011-10-07,Washington
3007,2011-10-18,Pennsylvania
3008,2011-10-24,Pennsylvania
3009,2011-11-22,Indiana
3010,2011-12-02,Texas
3011,2011-12-05,Washington
3012,2011-12-06,Michigan
3013,2011-12-08,Washington
3014,2011-12-13,Ohio
3015,2011-12-19,Washington
3016,2011-12-20,Oregon
3017,2011-12-20,Washington
3018,2011-12-31,Washington
3019,2012-01-04,Washington
3020,2012-01-05,Oklahoma
3021,2012-01-11,Nevada
3022,2012-02-11,Colorado
3023,2012-02-11,Washington
3024,2012-02-13,North Carolina
3025,2012-02-14,Washington
3026,2012-02-15,Washington
3027,2012-02-23,Texas
3028,2012-02-23,New Hampshire
3029,2012-02-24,Washington
3030,2012-02-28,Oregon
3031,2012-03-04,Maryland
3032,2012-03-04,Texas
3033,2012-03-16,Delaware
3034,2012-03-23,Delaware
3035,2012-03-26,Washington
3036,2012-03-28,Washington
3037,2012-03-30,Vermont
3038,2012-04-04,California
3039,2012-04-12,Washington
3040,2012-04-15,Georgia
3041,2012-04-17,California
3042,2012-04-19,Washington
3043,2012-04-21,Washington
3044,2012-04-23,Indiana
3045,2012-04-23,Washington
3046,2012-08-11,Washington
3047,2012-08-19,Texas
3048,2012-09-24,Maryland
3049,2012-10-05,California
3050,2012-10-24,Maryland
3051,2012-10-29,Nevada
3052,2012-12-03,Washington
3053,2012-12-17,Washington
3054,2014-01-17,Ohio
3055,2014-01-22,New Jersey
3056,2014-03-03,New York
3057,2014-03-11,Iowa
3058,2014-05-15,Indiana
3059,2014-06-11,Arizona
3060,2014-06-12,Texas
3061,2014-07-14,Washington
3062,2014-08-27,Delaware
3063,2014-08-30,Pennsylvania
3064,2014-12-17,Washington
3065,2014-09-17,Michigan
3066,2014-10-02,Oregon
3067,2014-10-07,Maryland
3068,2014-10-14,Oregon
3069,2014-10-15,Oregon
3070,2014-10-16,Kansas
3071,2014-10-20,Texas
3072,2014-10-24,Connecticut
3073,2014-10-24,Texas
3074,2014-11-01,Oregon
3075,2014-11-13,Texas
3076,2014-11-19,California
3077,2014-11-21,Idaho
3078,2014-11-21,Oregon
3079,2014-12-01,North Carolina
3080,2014-12-03,Maine
3081,2011-05-04,Michigan
3082,2011-01-26,Nevada
3083,2022-01-01,New Hampshire
3084,2022-01-08,New Hampshire
3085,2022-01-13,Massachusetts
3086,2022-01-14,Pennsylvania
3087,2022-01-15,New York
3088,2022-01-23,Pennsylvania
3089,2022-01-31,Virginia
3090,2022-01-31,West Virginia
3091,2022-02-17,Rhode Island
3092,2022-02-22,Texas
3093,2022-03-11,Texas
3094,2022-03-14,New Jersey
3095,2022-03-22,Maryland
3096,2022-04-11,Maryland
3097,2022-04-11,Maryland
3098,2022-04-16,Washington
3099,2022-04-16,Pennsylvania
3100,2022-04-27,Ohio
3101,2022-04-28,New Mexico
3102,2022-05-12,Texas
3103,2022-05-15,Pennsylvania
3104,2022-05-15,Pennsylvania
3105,2022-05-18,Pennsylvania
3106,2022-05-20,New York
3107,2022-05-27,Ohio
3108,2022-06-09,Texas
3109,2022-06-16,Washington
3110,2022-06-23,New Jersey
3111,2022-06-28,Kentucky
3112,2022-07-06,Virginia
3113,2022-07-26,California
3114,2022-07-26,Pennsylvania
3115,2022-07-29,Pennsylvania
3116,2022-08-03,Texas
3117,2022-08-29,Texas
3118,2022-09-06,Texas
3119,2022-09-10,Indiana
3120,2022-09-16,Utah
3121,2022-10-03,Alabama
3122,2022-10-03,Virginia
3123,2022-10-08,New York
3124,2022-10-21,California
3125,2022-10-31,Louisiana
3126,2022-11-02,Texas
3127,2022-11-23,Texas
3128,2022-12-05,Pennsylvania
3129,2022-12-06,California
3130,2022-12-06,Georgia
3131,2022-12-06,Georgia
3132,2022-12-06,Ohio
3133,2022-12-06,Pennsylvania
3134,2022-12-07,Illinois
3135,2022-12-07,North Carolina
3136,2022-12-07,South Carolina
3137,2022-12-08,Indiana
3138,2022-12-10,Missouri
3139,2022-12-14,Montana
3140,2022-12-17,Texas
3141,2022-12-23,Texas
3142,2022-12-27,California
3143,2021-01-23,California
3144,2021-01-23,Nevada
3145,2021-02-07,Texas
3146,2021-03-08,Oregon
3147,2021-03-21,Minnesota
3148,2021-04-07,Ohio
3149,2021-04-08,California
3150,2021-04-13,Texas
3151,2021-04-24,Texas
3152,2021-05-03,South Carolina
3153,2021-05-14,Pennsylvania
3154,2021-06-14,Utah
3155,2021-06-21,Arkansas
3156,2021-08-03,Texas
3157,2021-08-27,Arkansas
3158,2021-09-02,Texas
3159,2021-09-17,Indiana
3160,2021-09-18,Indiana
3161,2021-10-03,Texas
3162,2021-10-12,Illinois
3163,2021-10-18,Pennsylvania
3164,2021-10-18,Georgia
3165,2021-10-18,Missouri
3166,2021-10-29,Vermont
3167,2021-10-30,New Jersey
3168,2021-11-06,Pennsylvania
3169,2021-11-06,Washington
3170,2021-11-15,Colorado
3171,2021-11-16,California
3172,2021-11-30,Texas
3173,2021-12-18,California
3174,2021-12-19,Texas
3175,2021-12-23,Pennsylvania
3176,2020-01-09,Washington
3177,2020-01-10,Tennessee
3178,2020-01-12,Texas
3179,2020-01-14,Florida
3180,2020-01-31,California
3181,2020-03-08,Texas
3182,2020-03-24,California
3183,2020-03-24,Nevada
3184,2020-04-05,Texas
3185,2020-04-11,Utah
3186,2020-04-19,North Dakota
3187,2020-05-16,Texas
3188,2020-05-19,Arkansas
3189,2020-06-25,Kentucky
3190,2020-07-06,New York
3191,2020-07-09,Washington
3192,2020-07-13,Kentucky
3193,2020-07-15,Kentucky
3194,2020-07-17,New York
3195,2020-07-20,Texas
3196,2020-07-24,New York
3197,2020-08-15,Connecticut
3198,2020-08-23,Virginia
3199,2020-08-23,West Virginia
3200,2020-08-27,Virginia
3201,2020-08-27,West Virginia
3202,2020-09-01,California
3203,2020-09-09,Minnesota
3204,2020-10-02,Virginia
3205,2020-10-22,Idaho
3206,2020-10-25,Michigan
3207,2020-10-25,Wisconsin
3208,2020-11-01,California
3209,2020-11-02,Florida
3210,2020-12-18,Oregon
3211,2020-12-25,Kentucky
3212,2020-12-25,Ohio
3213,2019-01-09,New Mexico
3214,2019-02-27,South Carolina
3215,2019-03-29,California
3216,2019-04-10,Virginia
3217,2019-05-15,Virginia
3218,2019-05-15,West Virginia
3219,2019-06-04,Nevada
3220,2019-06-18,Washington
3221,2019-07-17,Oklahoma
3222,2019-07-20,Missouri
3223,2019-08-09,Texas
3224,2019-08-24,Washington
3225,2019-08-25,Washington
3226,2019-09-25,Wisconsin
3227,2019-10-25,South Carolina
3228,2019-11-16,New York
3229,2019-11-16,Texas
3230,2019-12-05,Washington
3231,2019-12-24,Illinois
3232,2018-01-25,Pennsylvania
3233,2018-03-13,Colorado
3234,2018-06-27,New York
3235,2018-07-31,California
3236,2018-08-14,Virginia
3237,2018-08-29,District of Columbia
3238,2018-08-29,Maryland
3239,2018-08-29,Arkansas
3240,2018-08-31,New York
3241,2018-09-01,Arkansas
3242,2018-09-12,Texas
3243,2018-10-04,California
3244,2018-12-13,California
3245,2018-12-14,Texas
3246,2016-07-21,Delaware
3247,2017-03-28,Oregon
3248,2017-10-25,California
3249,2017-11-07,Louisiana
3250,2017-12-13,Connecticut
3251,2017-12-29,Texas
3252,2013-08-12,Oregon
3253,2011-01-24,Texas
3254,2011-04-11,Utah
3255,2011-04-21,Michigan
3256,2023-01-05,Washington
3257,2023-01-06,Ohio
3258,2023-01-12,California
3259,2023-01-13,Texas
3260,2023-01-19,South Carolina
3261,2023-01-23,California
3262,2023-01-23,California
3263,2023-01-24,New York
3264,2023-01-25,Texas
3265,2023-01-28,Illinois
3266,2023-01-30,Minnesota
3267,2023-02-02,Pennsylvania
3268,2023-02-02,Maryland
3269,2023-02-06,Maryland
3270,2023-02-07,Illinois
3271,2023-02-07,New York
3272,2023-02-08,Pennsylvania
3273,2023-02-13,California
3274,2023-02-15,Florida
3275,2023-02-18,Oklahoma
3276,2023-02-22,South Dakota
3277,2023-02-24,Florida
3278,2023-03-03,Illinois
3279,2023-03-03,Texas
3280,2023-03-05,Georgia
3281,2023-03-16,Texas
3282,2023-03-22,Pennsylvania
3283,2023-03-28,Texas
3284,2023-04-08,Texas
3285,2023-04-16,Arkansas
3286,2023-04-16,Louisiana
3287,2023-04-16,Mississippi
3288,2023-04-16,Texas
3289,2023-04-17,Florida
3290,2023-05-02,Kentucky
3291,2023-05-02,Ohio
3292,2023-05-11,Michigan
3293,2023-05-12,New York
3294,2023-05-16,Oregon
3295,2023-05-21,Washington
3296,2015-07-03,California
3297,2015-11-13,New York
3298,2022-01-01,Washington
3299,2022-01-01,Washington
3300,2022-01-05,Massachusetts
3301,2022-01-08,Texas
3302,2022-01-09,Mississippi
3303,2022-01-12,Indiana
3304,2022-01-12,Kentucky
3305,2022-01-12,Ohio
3306,2022-01-19,Maine
3307,2022-01-20,Maine
3308,2022-01-24,Washington
3309,2022-01-26,Florida
3310,2022-01-30,Nebraska
3311,2022-02-01,California
3312,2022-02-17,Louisiana
3313,2022-02-24,California
3314,2022-02-25,California
3315,2022-02-25,Texas
3316,2022-03-01,Indiana
3317,2022-03-02,North Carolina
3318,2022-03-02,South Carolina
3319,2022-03-05,Illinois
3320,2022-03-08,Georgia
3321,2022-03-15,Maine
3322,2022-03-20,Minnesota
3323,2022-03-25,Maine
3324,2022-04-05,Missouri
3325,2022-04-10,Arkansas
3326,2022-04-10,Arkansas
3327,2022-04-13,Louisiana
3328,2022-04-16,Illinois
3329,2022-04-16,Iowa
3330,2022-04-16,California
3331,2022-04-16,California
3332,2022-04-28,North Carolina
3333,2022-04-28,South Carolina
3334,2022-05-04,Michigan
3335,2022-05-14,Texas
3336,2022-05-16,Arizona
3337,2022-05-22,Maine
3338,2022-05-27,Arizona
3339,2022-05-27,California
3340,2022-05-27,Nevada
3341,2022-05-27,New Mexico
3342,2022-05-29,Pennsylvania
3343,2022-05-30,California
3344,2022-06-06,California
3345,2022-06-10,California
3346,2022-06-10,California
3347,2022-06-10,California
3348,2022-06-13,Michigan
3349,2022-06-14,Ohio
3350,2022-06-15,Michigan
3351,2022-06-20,Minnesota
3352,2022-06-27,Michigan
3353,2022-06-27,Texas
3354,2022-06-28,Texas
3355,2022-06-30,Michigan
3356,2022-07-04,California
3357,2022-07-05,Illinois
3358,2022-07-05,Iowa
3359,2022-07-09,Louisiana
3360,2022-07-10,Texas
3361,2022-07-13,Texas
3362,2022-07-19,Florida
3363,2022-07-19,Florida
3364,2022-07-26,Texas
3365,2022-07-30,California
3366,2022-07-31,New York
3367,2022-08-09,Ohio
3368,2022-08-09,Missouri
3369,2022-08-09,Florida
3370,2022-08-09,Florida
3371,2022-08-18,Ohio
3372,2022-08-22,Texas
3373,2022-08-27,Maine
3374,2022-08-28,New York
3375,2022-09-05,California
3376,2022-09-06,California
3377,2022-09-06,Idaho
3378,2022-09-06,Oregon
3379,2022-09-06,Nevada
3380,2022-09-07,California
3381,2022-09-07,Nevada
3382,2022-09-08,California
3383,2022-09-08,Nevada
3384,2022-10-15,Arizona
3385,2022-10-15,Louisiana
3386,2022-10-24,New Mexico
3387,2022-10-24,Texas
3388,2022-10-25,Texas
3389,2022-10-26,Texas
3390,2022-11-15,Massachusetts
3391,2022-11-22,Maine
3392,2022-11-23,Michigan
3393,2022-11-30,New York
3394,2022-12-14,Florida
3395,2022-12-22,Texas
3396,2022-12-24,North Carolina
3397,2021-01-02,California
3398,2021-01-15,Missouri
3399,2021-01-18,Connecticut
3400,2021-02-08,New Hampshire
3401,2021-02-15,Texas
3402,2021-02-15,Louisiana
3403,2021-02-16,Texas
3404,2021-02-16,Texas
3405,2021-02-16,Louisiana
3406,2021-02-16,Oregon
3407,2021-02-16,Louisiana
3408,2021-02-17,Louisiana
3409,2021-02-17,Texas
3410,2021-02-19,New York
3411,2021-02-27,Oregon
3412,2021-02-28,Texas
3413,2021-03-02,Kentucky
3414,2021-03-05,Indiana
3415,2021-03-19,New Jersey
3416,2021-03-19,Maine
3417,2021-04-07,Texas
3418,2021-04-13,Wisconsin
3419,2021-04-14,District of Columbia
3420,2021-04-14,Delaware
3421,2021-04-14,Maryland
3422,2021-04-14,New Jersey
3423,2021-04-14,Pennsylvania
3424,2021-04-21,Texas
3425,2021-04-22,Wisconsin
3426,2021-04-26,Maine
3427,2021-05-02,New Hampshire
3428,2021-05-03,Oklahoma
3429,2021-05-06,Missouri
3430,2021-05-10,Pennsylvania
3431,2021-05-10,Indiana
3432,2021-05-11,Iowa
3433,2021-05-11,Wisconsin
3434,2021-05-25,Ohio
3435,2021-05-27,Oregon
3436,2021-05-28,Minnesota
3437,2021-06-07,New Mexico
3438,2021-06-09,New Mexico
3439,2021-06-14,Texas
3440,2021-06-14,Texas
3441,2021-06-15,Kansas
3442,2021-06-16,Maine
3443,2021-06-19,California
3444,2021-06-23,Missouri
3445,2021-07-20,Ohio
3446,2021-07-22,California
3447,2021-07-23,Minnesota
3448,2021-07-23,Virginia
3449,2021-07-23,West Virginia
3450,2021-07-28,Maine
3451,2021-08-03,Oregon
3452,2021-08-12,Massachusetts
3453,2021-08-18,Texas
3454,2021-09-09,Nevada
3455,2021-09-15,Arizona
3456,2021-09-15,Kentucky
3457,2021-09-15,New Mexico
3458,2021-09-15,Oregon
3459,2021-09-15,Texas
3460,2021-09-15,Washington
3461,2021-09-29,Missouri
3462,2021-10-08,Ohio
3463,2021-10-09,North Carolina
3464,2021-10-18,Pennsylvania
3465,2021-10-19,Ohio
3466,2021-10-20,Wisconsin
3467,2021-10-22,Louisiana
3468,2021-10-27,Louisiana
3469,2021-10-28,Montana
3470,2021-11-04,Montana
3471,2021-11-08,Washington
3472,2021-11-09,Mississippi
3473,2021-11-11,Texas
3474,2021-11-16,Maryland
3475,2021-11-17,Michigan
3476,2021-11-30,North Carolina
3477,2021-11-30,South Carolina
3478,2021-11-30,California
3479,2021-12-01,Wisconsin
3480,2021-12-02,Texas
3481,2021-12-08,New York
3482,2021-12-14,Washington
3483,2021-12-15,Nebraska
3484,2021-12-21,Texas
3485,2021-12-23,Massachusetts
3486,2021-12-24,Texas
3487,2021-12-27,California
3488,2021-12-29,Nevada
3489,2020-01-09,Minnesota
3490,2020-01-09,North Dakota
3491,2020-01-09,Wisconsin
3492,2020-01-09,Arkansas
3493,2020-01-16,Texas
3494,2020-01-27,Montana
3495,2020-01-27,North Dakota
3496,2020-01-27,South Dakota
3497,2020-02-11,Texas
3498,2020-02-12,Maine
3499,2020-02-26,Oklahoma
3500,2020-02-26,Maine
3501,2020-02-26,Colorado
3502,2020-02-26,South Dakota
3503,2020-02-26,Wyoming
3504,2020-02-29,Nevada
3505,2020-03-02,Nevada
3506,2020-03-17,Michigan
3507,2020-03-19,Minnesota
3508,2020-03-20,Connecticut
3509,2020-03-20,Maine
3510,2020-03-20,Massachusetts
3511,2020-03-20,New Hampshire
3512,2020-03-20,Rhode Island
3513,2020-03-20,Vermont
3514,2020-03-20,Maine
3515,2020-03-20,Connecticut
3516,2020-03-20,Massachusetts
3517,2020-03-27,Delaware
3518,2020-03-27,Maryland
3519,2020-03-27,New Jersey
3520,2020-04-01,Illinois
3521,2020-04-02,Texas
3522,2020-04-09,Wisconsin
3523,2020-04-10,Maine
3524,2020-04-24,California
3525,2020-04-24,Nevada
3526,2020-05-13,Indiana
3527,2020-05-18,South Carolina
3528,2020-05-18,Oregon
3529,2020-05-29,Minnesota
3530,2020-05-30,Texas
3531,2020-06-03,Minnesota
3532,2020-06-03,North Dakota
3533,2020-06-22,Pennsylvania
3534,2020-06-26,Texas
3535,2020-07-06,District of Columbia
3536,2020-07-06,Maryland
3537,2020-07-14,California
3538,2020-07-16,Minnesota
3539,2020-07-16,North Dakota
3540,2020-07-28,Michigan
3541,2020-08-01,California
3542,2020-08-10,New York
3543,2020-08-13,Texas
3544,2020-08-14,California
3545,2020-08-14,California
3546,2020-08-15,California
3547,2020-08-15,California
3548,2020-08-18,California
3549,2020-08-20,Maine
3550,2020-08-27,Nebraska
3551,2020-08-27,Washington
3552,2020-08-28,Maine
3553,2020-09-04,Florida
3554,2020-09-06,California
3555,2020-09-06,California
3556,2020-09-06,Oregon
3557,2020-09-06,Washington
3558,2020-09-08,Michigan
3559,2020-09-15,Montana
3560,2020-09-15,North Dakota
3561,2020-09-15,South Dakota
3562,2020-09-16,Florida
3563,2020-09-22,California
3564,2020-10-10,Oregon
3565,2020-10-15,Michigan
3566,2020-10-22,Florida
3567,2020-10-29,Maine
3568,2020-11-10,Arizona
3569,2020-11-13,Washington
3570,2020-11-18,Missouri
3571,2020-11-18,Maine
3572,2020-11-20,Arizona
3573,2020-11-20,Kentucky
3574,2020-11-20,New Mexico
3575,2020-11-20,Oregon
3576,2020-11-20,Texas
3577,2020-11-20,Washington
3578,2020-11-23,Wisconsin
3579,2020-12-06,Pennsylvania
3580,2020-12-08,Michigan
3581,2020-12-09,Kansas
3582,2020-12-09,Missouri
3583,2020-12-10,Washington
3584,2020-12-11,Texas
3585,2020-12-13,California
3586,2020-12-14,California
3587,2020-12-17,Michigan
3588,2019-01-05,Washington
3589,2019-01-07,Michigan
3590,2019-01-10,Montana
3591,2019-01-11,Maine
3592,2019-01-12,New Hampshire
3593,2019-01-16,Texas
3594,2019-01-23,Colorado
3595,2019-01-24,Ohio
3596,2019-02-01,Massachusetts
3597,2019-02-20,Illinois
3598,2019-02-20,Iowa
3599,2019-02-20,Minnesota
3600,2019-02-20,Wisconsin
3601,2019-02-28,Arkansas
3602,2019-02-28,Louisiana
3603,2019-02-28,Oklahoma
3604,2019-03-05,California
3605,2019-03-05,Utah
3606,2019-03-05,Wyoming
3607,2019-04-01,New York
3608,2019-04-01,New York
3609,2019-04-17,Arizona
3610,2019-04-28,South Carolina
3611,2019-04-30,Indiana
3612,2019-05-24,Kentucky
3613,2019-05-24,Minnesota
3614,2019-05-24,North Dakota
3615,2019-06-21,Maine
3616,2019-06-24,Oklahoma
3617,2019-07-19,Wisconsin
3618,2019-07-24,Maine
3619,2019-07-28,Michigan
3620,2019-08-02,Washington
3621,2019-08-07,Maine
3622,2019-08-10,Michigan
3623,2019-08-10,Michigan
3624,2019-08-15,District of Columbia
3625,2019-08-15,Maryland
3626,2019-08-29,Michigan
3627,2019-08-31,New Jersey
3628,2019-08-31,Pennsylvania
3629,2019-09-04,District of Columbia
3630,2019-09-04,Maryland
3631,2019-09-05,Maine
3632,2019-09-13,Tennessee
3633,2019-09-20,Oklahoma
3634,2019-09-26,Maryland
3635,2019-09-30,Washington
3636,2019-10-10,Maine
3637,2019-10-10,Colorado
3638,2019-10-11,Michigan
3639,2019-10-15,Kansas
3640,2019-10-19,California
3641,2019-10-23,New York
3642,2019-10-23,New York
3643,2019-10-26,Maine
3644,2019-10-29,Wisconsin
3645,2019-11-01,New York
3646,2019-11-01,New York
3647,2019-11-08,California
3648,2019-11-08,Oregon
3649,2019-11-08,Utah
3650,2019-11-08,Wyoming
3651,2019-11-20,California
3652,2019-11-22,New York
3653,2019-11-22,New York
3654,2019-12-03,Alabama
3655,2019-12-05,Kentucky
3656,2019-12-05,Ohio
3657,2019-12-11,Maine
3658,2019-12-18,Texas
3659,2019-12-19,Nebraska
3660,2018-01-01,Tennessee
3661,2018-01-12,Michigan
3662,2018-01-16,Tennessee
3663,2018-01-17,Mississippi
3664,2018-01-17,Louisiana
3665,2018-01-18,Mississippi
3666,2018-01-18,Louisiana
3667,2018-02-08,California
3668,2018-02-28,Florida
3669,2018-02-28,Florida
3670,2018-06-09,Georgia
3671,2018-06-10,Kentucky
3672,2018-06-29,Kentucky
3673,2018-06-30,Texas
3674,2018-07-04,Tennessee
3675,2018-07-09,California
3676,2018-07-09,Nevada
3677,2018-07-14,Ohio
3678,2018-07-19,Kentucky
3679,2018-07-19,Louisiana
3680,2018-07-20,Maine
3681,2018-07-27,Washington
3682,2018-07-28,Nevada
3683,2018-08-17,California
3684,2018-08-20,Louisiana
3685,2018-08-24,Virginia
3686,2018-08-28,Ohio
3687,2018-09-15,Mississippi
3688,2018-09-15,Louisiana
3689,2018-09-19,Indiana
3690,2018-09-25,Illinois
3691,2018-09-28,Ohio
3692,2018-10-01,Indiana
3693,2018-10-01,Kentucky
3694,2018-10-01,Michigan
3695,2018-10-01,Ohio
3696,2018-10-01,Virginia
3697,2018-10-01,West Virginia
3698,2018-10-03,Illinois
3699,2018-10-09,Colorado
3700,2018-10-10,Maine
3701,2018-10-24,Michigan
3702,2018-10-30,Maryland
3703,2018-11-03,Illinois
3704,2018-11-09,Iowa
3705,2018-11-13,Arkansas
3706,2018-11-13,Louisiana
3707,2018-11-13,Oklahoma
3708,2018-11-13,Texas
3709,2018-12-01,Florida
3710,2018-12-02,Maryland
3711,2018-12-11,Texas
3712,2018-12-27,District of Columbia
3713,2018-12-27,Maryland
3714,2018-12-30,Washington
3715,2016-04-02,California
3716,2016-05-19,Utah
3717,2016-07-13,Tennessee
3718,2016-07-19,Idaho
3719,2016-07-19,Idaho
3720,2016-07-23,Pennsylvania
3721,2016-08-07,New Mexico
3722,2016-08-13,South Carolina
3723,2016-09-22,Iowa
3724,2017-02-17,Arkansas
3725,2017-02-17,Missouri
3726,2017-02-17,Oklahoma
3727,2017-02-17,Texas
3728,2017-04-21,California
3729,2017-08-21,California
3730,2017-10-12,Mississippi
3731,2017-11-09,Colorado
3732,2015-03-26,California
3733,2015-04-06,California
3734,2015-04-07,California
3735,2015-06-01,California
3736,2015-06-02,California
3737,2015-06-03,Texas
3738,2015-06-07,Tennessee
3739,2015-06-07,Tennessee
3740,2015-06-08,California
3741,2015-06-23,New Jersey
3742,2015-07-03,Texas
3743,2015-07-15,California
3744,2015-07-16,Texas
3745,2015-07-18,California
3746,2015-07-21,Washington
3747,2015-07-27,California
3748,2015-07-29,New York
3749,2015-07-30,Texas
3750,2015-07-31,Washington
3751,2015-09-20,California
3752,2015-12-10,Missouri
3753,2023-01-01,California
3754,2023-01-29,Kentucky
3755,2023-02-06,Florida
3756,2023-02-07,Wisconsin
3757,2023-02-23,Colorado
3758,2023-03-01,Indiana
3759,2023-03-03,Mississippi
3760,2023-03-10,Texas
3761,2023-03-28,Texas
3762,2023-03-29,Nebraska
3763,2023-03-29,Michigan
3764,2023-03-29,Wisconsin
3765,2023-04-15,Arizona
3766,2023-04-15,California
3767,2023-04-15,Kentucky
3768,2023-04-15,Nebraska
3769,2023-04-15,New Mexico
3770,2023-04-15,Ohio
3771,2023-04-15,Oregon
3772,2023-04-15,Pennsylvania
3773,2023-04-15,Texas
3774,2023-04-15,Washington
3775,2023-04-18,South Dakota
3776,2023-04-21,California
3777,2023-04-23,Washington
3778,2023-04-25,Arizona
3779,2023-05-24,Iowa
3780,2023-05-24,Minnesota
3781,2023-05-31,Florida
3782,2013-11-17,Indiana
3783,2010-05-02,Mississippi
3784,2010-05-02,Tennessee
3785,2010-06-08,Texas
3786,2010-06-18,Indiana
3787,2010-06-18,Michigan
3788,2010-06-23,Indiana
3789,2010-06-24,New Jersey
3790,2010-06-24,Pennsylvania
3791,2010-07-21,Connecticut
3792,2010-07-29,Virginia
3793,2010-08-04,Pennsylvania
3794,2010-08-04,Virginia
3795,2010-08-04,West Virginia
3796,2010-08-05,District of Columbia
3797,2010-08-05,Maryland
3798,2010-08-05,Virginia
3799,2010-09-21,Michigan
3800,2010-09-22,Pennsylvania
3801,2010-09-22,Pennsylvania
3802,2010-10-26,Illinois
3803,2004-04-10,Texas
3804,2004-06-23,Alabama
