,Date Event Began,state
1020,2004-10-18,California
1021,2004-10-30,Michigan
1022,2003-07-04,Indiana
1023,2003-07-04,Ohio
1024,2003-07-05,Illinois
1025,2003-07-21,Pennsylvania
1026,2004-07-25,Alabama
1027,2004-07-25,Florida
1028,2004-07-25,Georgia
1029,2004-07-25,Mississippi
1030,2005-12-31,California
1031,2007-05-02,Texas
1032,2007-08-23,Illinois
1033,2008-05-30,Illinois
1034,2008-06-10,New Jersey
1035,2008-08-05,Indiana
1036,2009-06-10,Texas
1037,2009-10-07,Michigan
1038,2006-07-19,Illinois
1039,2006-07-19,Missouri
1040,2004-06-01,Texas
1041,2005-07-27,Maryland
1042,2005-07-27,Washington
1043,2005-07-28,South Carolina
1044,2005-09-22,Michigan
1045,2005-11-06,Michigan
1046,2005-11-12,Michigan
1047,2007-08-13,Missouri
1048,2006-06-11,North Carolina
1049,2006-08-10,Idaho
1050,2006-08-10,Oregon
1051,2009-05-08,Missouri
1052,2009-05-08,Illinois
1053,2009-06-12,Georgia
1054,2006-02-16,Michigan
1055,2010-04-16,Pennsylvania
1056,2003-05-02,Georgia
1057,2003-07-04,Wisconsin
1058,2003-07-04,Michigan
1059,2003-07-07,Illinois
1060,2003-07-08,Ohio
1061,2003-07-09,Virginia
1062,2003-08-26,Maryland
1063,2003-08-26,Maryland
1064,2003-08-26,Washington
1065,2004-05-21,Michigan
1066,2004-05-21,Michigan
1067,2004-05-21,Michigan
1068,2004-07-07,Virginia
1069,2004-07-13,Indiana
1070,2004-07-21,Illinois
1071,2005-07-23,Maryland
1072,2005-07-23,Washington
1073,2005-07-27,Delaware
1074,2005-07-27,Pennsylvania
1075,2005-07-27,Maryland
1076,2005-08-20,Arkansas
1077,2005-11-12,Wisconsin
1078,2007-03-31,Texas
1079,2007-04-16,New Hampshire
1080,2007-04-16,Maryland
1081,2007-05-15,Michigan
1082,2007-08-09,Pennsylvania
1083,2007-08-19,Virginia
1084,2006-06-01,Maryland
1085,2006-06-22,Indiana
1086,2006-06-22,Ohio
1087,2006-07-02,Virginia
1088,2006-07-04,Virginia
1089,2006-07-27,Delaware
1090,2006-07-27,Pennsylvania
1091,2006-09-28,North Carolina
1092,2006-09-28,Virginia
1093,2006-10-02,Illinois
1094,2008-01-29,Arkansas
1095,2008-01-29,Louisiana
1096,2008-01-29,Mississippi
1097,2008-04-04,Arkansas
1098,2008-04-04,Louisiana
1099,2008-04-04,Mississippi
1100,2008-05-11,Georgia
1101,2008-05-30,Indiana
1102,2008-06-10,Delaware
1103,2008-06-10,Pennsylvania
1104,2008-06-17,Texas
1105,2008-07-22,Indiana
1106,2008-07-22,Ohio
1107,2008-08-02,Alabama
1108,2008-08-02,Georgia
1109,2008-08-03,Louisiana
1110,2008-08-03,Mississippi
1111,2008-08-03,Texas
1112,2009-02-11,Kentucky
1113,2009-02-11,Ohio
1114,2009-02-11,Virginia
1115,2009-02-11,West Virginia
1116,2009-02-11,Maryland
1117,2009-02-11,Pennsylvania
1118,2009-02-11,Virginia
1119,2009-02-11,West Virginia
1120,2009-02-11,Kentucky
1121,2009-02-11,Kentucky
1122,2009-02-11,Ohio
1123,2009-04-10,Alabama
1124,2009-04-10,Georgia
1125,2009-06-09,Maryland
1126,2009-06-12,Arkansas
1127,2009-06-12,Mississippi
1128,2009-06-26,Indiana
1129,2009-06-26,Ohio
1130,2009-06-26,Connecticut
1131,2009-08-09,Michigan
1132,2011-06-05,Texas
1133,2011-06-09,Illinois
1134,2011-06-09,Connecticut
1135,2011-06-09,Massachusetts
1136,2011-06-12,Virginia
1137,2011-06-15,Georgia
1138,2011-06-15,North Carolina
1139,2011-06-18,Georgia
1140,2011-06-18,North Carolina
1141,2011-06-18,South Carolina
1142,2011-06-21,Illinois
1143,2011-06-22,Alabama
1144,2011-06-22,Georgia
1145,2011-06-24,Alabama
1146,2011-06-24,Georgia
1147,2011-06-26,Alabama
1148,2011-06-26,Georgia
1149,2011-06-27,Illinois
1150,2011-06-27,Missouri
1151,2004-06-02,Oklahoma
1152,2022-01-02,California
1153,2022-01-03,South Carolina
1154,2022-01-03,North Carolina
1155,2022-01-03,South Carolina
1156,2022-01-03,Alabama
1157,2022-01-03,Georgia
1158,2022-01-03,Mississippi
1159,2022-01-16,North Carolina
1160,2022-01-16,South Carolina
1161,2022-01-16,North Carolina
1162,2022-01-16,South Carolina
1163,2022-01-16,Alabama
1164,2022-01-16,Georgia
1165,2022-01-20,Arkansas
1166,2022-01-20,Louisiana
1167,2022-01-20,Mississippi
1168,2022-01-20,Texas
1169,2022-01-29,Connecticut
1170,2022-01-29,Maine
1171,2022-01-29,Massachusetts
1172,2022-01-29,New Hampshire
1173,2022-01-29,Rhode Island
1174,2022-01-29,Vermont
1175,2022-02-18,Connecticut
1176,2022-02-18,Maine
1177,2022-02-18,Massachusetts
1178,2022-02-18,New Hampshire
1179,2022-02-18,Rhode Island
1180,2022-02-18,Vermont
1181,2022-03-12,Alabama
1182,2022-03-12,Florida
1183,2022-03-12,Georgia
1184,2022-03-12,Mississippi
1185,2022-03-21,Texas
1186,2022-03-30,Arkansas
1187,2022-03-30,Louisiana
1188,2022-03-30,Mississippi
1189,2022-03-31,Michigan
1190,2022-03-31,Alabama
1191,2022-03-31,Florida
1192,2022-03-31,Georgia
1193,2022-03-31,Mississippi
1194,2022-04-11,Oregon
1195,2022-04-11,Washington
1196,2022-04-19,New York
1197,2022-04-19,Connecticut
1198,2022-04-19,Maine
1199,2022-04-19,Massachusetts
1200,2022-04-19,New Hampshire
1201,2022-04-19,Rhode Island
1202,2022-04-19,Vermont
1203,2022-04-19,Delaware
1204,2022-04-19,New York
1205,2022-04-22,North Dakota
1206,2022-04-22,Montana
1207,2022-04-22,North Dakota
1208,2022-04-23,North Dakota
1209,2022-04-23,Illinois
1210,2022-04-23,Iowa
1211,2022-05-11,Minnesota
1212,2022-05-15,Texas
1213,2022-05-22,Texas
1214,2022-06-08,Kansas
1215,2022-06-08,Missouri
1216,2022-06-08,Nebraska
1217,2022-06-15,Michigan
1218,2022-06-15,Wisconsin
1219,2022-06-16,North Carolina
1220,2022-06-16,South Carolina
1221,2022-06-17,North Carolina
1222,2022-06-17,Kentucky
1223,2022-06-17,Virginia
1224,2022-06-17,West Virginia
1225,2022-06-17,North Carolina
1226,2022-06-17,South Carolina
1227,2022-06-17,Illinois
1228,2022-06-17,Missouri
1229,2022-06-27,Texas
1230,2022-07-12,Maryland
1231,2022-07-12,District of Columbia
1232,2022-07-12,Maryland
1233,2022-07-23,Michigan
1234,2022-08-03,Minnesota
1235,2022-08-03,Wisconsin
1236,2022-08-03,Michigan
1237,2022-08-03,Michigan
1238,2022-08-04,Maryland
1239,2022-08-10,Arkansas
1240,2022-08-10,Texas
1241,2022-08-22,Texas
1242,2022-08-29,Michigan
1243,2022-08-29,Michigan
1244,2022-09-01,California
1245,2022-09-04,Texas
1246,2022-09-06,California
1247,2022-09-07,California
1248,2022-09-08,California
1249,2022-09-09,California
1250,2022-09-13,Texas
1251,2022-09-28,Florida
1252,2022-09-28,Florida
1253,2022-09-28,Florida
1254,2022-09-29,Florida
1255,2022-09-29,Florida
1256,2022-09-30,North Carolina
1257,2022-09-30,South Carolina
1258,2022-09-30,South Carolina
1259,2022-09-30,North Carolina
1260,2022-11-04,Washington
1261,2022-11-05,Michigan
1262,2022-11-05,Michigan
1263,2022-11-05,Wisconsin
1264,2022-11-10,Florida
1265,2022-11-30,Connecticut
1266,2022-11-30,Maine
1267,2022-11-30,Massachusetts
1268,2022-11-30,New Hampshire
1269,2022-11-30,Rhode Island
1270,2022-11-30,Vermont
1271,2022-11-30,Alabama
1272,2022-11-30,Georgia
1273,2022-11-30,Mississippi
1274,2022-12-16,Maine
1275,2022-12-16,Massachusetts
1276,2022-12-16,New Hampshire
1277,2022-12-16,Vermont
1278,2022-12-23,New York
1279,2022-12-23,Connecticut
1280,2022-12-23,Maine
1281,2022-12-23,Massachusetts
1282,2022-12-23,New Hampshire
1283,2022-12-23,Rhode Island
1284,2022-12-23,Vermont
1285,2022-12-23,North Carolina
1286,2022-12-23,North Carolina
1287,2022-12-23,South Carolina
1288,2022-12-23,Tennessee
1289,2022-12-23,Alabama
1290,2022-12-23,Georgia
1291,2022-12-23,Mississippi
1292,2022-12-23,Missouri
1293,2022-12-24,South Carolina
1294,2022-12-24,North Carolina
1295,2022-12-24,South Carolina
1296,2022-12-24,Alabama
1297,2022-12-24,Georgia
1298,2022-12-24,Mississippi
1299,2022-12-26,Washington
1300,2022-12-27,Oregon
1301,2022-12-27,Washington
1302,2022-12-31,Nevada
1303,2022-12-31,California
1304,2021-01-10,Texas
1305,2021-01-12,Washington
1306,2021-01-12,Oregon
1307,2021-01-12,Washington
1308,2021-01-13,Idaho
1309,2021-01-13,Washington
1310,2021-01-19,California
1311,2021-01-19,California
1312,2021-01-26,California
1313,2021-02-10,Texas
1314,2021-02-12,Oregon
1315,2021-02-12,Washington
1316,2021-02-13,Washington
1317,2021-02-13,Texas
1318,2021-02-13,Virginia
1319,2021-02-13,West Virginia
1320,2021-02-13,North Carolina
1321,2021-02-13,South Carolina
1322,2021-02-14,Texas
1323,2021-02-14,Texas
1324,2021-02-14,Oklahoma
1325,2021-02-14,Arkansas
1326,2021-02-14,Louisiana
1327,2021-02-14,Oklahoma
1328,2021-02-14,Texas
1329,2021-02-14,Kansas
1330,2021-02-14,Nebraska
1331,2021-02-14,North Dakota
1332,2021-02-14,Oklahoma
1333,2021-02-14,South Dakota
1334,2021-02-14,Texas
1335,2021-02-14,Kansas
1336,2021-02-14,Missouri
1337,2021-02-14,Nebraska
1338,2021-02-14,Missouri
1339,2021-02-15,Texas
1340,2021-02-15,Texas
1341,2021-02-15,Texas
1342,2021-02-15,Texas
1343,2021-02-15,Texas
1344,2021-02-15,Texas
1345,2021-02-15,Texas
1346,2021-02-15,Louisiana
1347,2021-02-15,Texas
1348,2021-02-15,Texas
1349,2021-02-15,Texas
1350,2021-02-15,Texas
1351,2021-02-15,Texas
1352,2021-02-15,Kansas
1353,2021-02-15,Texas
1354,2021-02-15,Texas
1355,2021-02-15,Texas
1356,2021-02-15,Arkansas
1357,2021-02-15,Texas
1358,2021-02-15,Arkansas
1359,2021-02-15,Mississippi
1360,2021-02-15,Colorado
1361,2021-02-15,Texas
1362,2021-02-15,Washington
1363,2021-02-15,Oklahoma
1364,2021-02-15,Texas
1365,2021-02-15,Texas
1366,2021-02-15,Kansas
1367,2021-02-15,Missouri
1368,2021-02-15,Texas
1369,2021-02-15,Texas
1370,2021-02-15,Texas
1371,2021-02-16,Kansas
1372,2021-02-16,Missouri
1373,2021-02-16,Louisiana
1374,2021-02-16,Missouri
1375,2021-02-16,Mississippi
1376,2021-02-16,Nebraska
1377,2021-02-16,Washington
1378,2021-02-16,Illinois
1379,2021-02-16,Louisiana
1380,2021-02-16,Texas
1381,2021-02-16,Arkansas
1382,2021-02-16,Louisiana
1383,2021-02-16,Mississippi
1384,2021-02-16,Texas
1385,2021-02-16,Texas
1386,2021-02-16,Texas
1387,2021-02-16,Louisiana
1388,2021-02-16,Kentucky
1389,2021-02-16,Louisiana
1390,2021-02-16,Louisiana
1391,2021-02-16,Texas
1392,2021-02-16,Texas
1393,2021-02-17,Texas
1394,2021-02-17,Mississippi
1395,2021-02-17,Louisiana
1396,2021-02-19,Louisiana
1397,2021-02-19,Texas
1398,2021-03-01,Connecticut
1399,2021-03-01,Maine
1400,2021-03-01,Massachusetts
1401,2021-03-01,New Hampshire
1402,2021-03-01,Rhode Island
1403,2021-03-01,Vermont
1404,2021-03-06,California
1405,2021-03-17,Texas
1406,2021-03-29,Connecticut
1407,2021-03-29,Maine
1408,2021-03-29,Massachusetts
1409,2021-03-29,New Hampshire
1410,2021-03-29,Rhode Island
1411,2021-03-29,Vermont
1412,2021-04-13,Texas
1413,2021-04-24,Alabama
1414,2021-04-24,Georgia
1415,2021-05-04,Arkansas
1416,2021-05-04,Alabama
1417,2021-05-04,Georgia
1418,2021-05-04,Mississippi
1419,2021-05-18,Texas
1420,2021-06-21,Michigan
1421,2021-06-28,Idaho
1422,2021-06-28,Washington
1423,2021-06-29,Michigan
1424,2021-06-30,Connecticut
1425,2021-06-30,Maine
1426,2021-06-30,Massachusetts
1427,2021-06-30,New Hampshire
1428,2021-06-30,Rhode Island
1429,2021-06-30,Vermont
1430,2021-07-07,Michigan
1431,2021-07-09,California
1432,2021-07-10,Nebraska
1433,2021-07-10,Missouri
1434,2021-07-21,Delaware
1435,2021-07-21,Pennsylvania
1436,2021-07-24,Michigan
1437,2021-08-01,California
1438,2021-08-10,Michigan
1439,2021-08-10,Illinois
1440,2021-08-10,Washington
1441,2021-08-10,Wisconsin
1442,2021-08-11,Michigan
1443,2021-08-11,Ohio
1444,2021-08-12,Illinois
1445,2021-08-12,Missouri
1446,2021-08-17,California
1447,2021-08-21,Idaho
1448,2021-08-22,Connecticut
1449,2021-08-22,Maine
1450,2021-08-22,Massachusetts
1451,2021-08-22,Rhode Island
1452,2021-08-22,Vermont
1453,2021-08-24,Michigan
1454,2021-08-24,Michigan
1455,2021-08-29,Louisiana
1456,2021-08-29,Louisiana
1457,2021-08-29,Louisiana
1458,2021-08-29,Louisiana
1459,2021-08-29,Louisiana
1460,2021-09-01,Delaware
1461,2021-09-01,Pennsylvania
1462,2021-09-07,Michigan
1463,2021-09-07,Michigan
1464,2021-09-10,California
1465,2021-09-10,Florida
1466,2021-09-13,Texas
1467,2021-09-13,Texas
1468,2021-09-14,Texas
1469,2021-09-14,Texas
1470,2021-09-14,Texas
1471,2021-09-17,Minnesota
1472,2021-09-22,Michigan
1473,2021-10-10,Texas
1474,2021-10-11,California
1475,2021-10-24,California
1476,2021-10-24,Washington
1477,2021-10-27,Connecticut
1478,2021-10-27,Maine
1479,2021-10-27,Massachusetts
1480,2021-10-27,New Hampshire
1481,2021-10-27,Rhode Island
1482,2021-10-27,Vermont
1483,2021-10-28,Texas
1484,2021-10-28,Texas
1485,2021-11-15,Washington
1486,2021-11-24,California
1487,2021-12-11,Tennessee
1488,2021-12-11,New York
1489,2021-12-11,Michigan
1490,2021-12-11,Michigan
1491,2021-12-14,California
1492,2021-12-15,Kansas
1493,2021-12-15,Iowa
1494,2021-12-15,Wisconsin
1495,2021-12-15,Kansas
1496,2021-12-15,Missouri
1497,2021-12-15,Wisconsin
1498,2021-12-15,Wisconsin
1499,2021-12-15,Iowa
1500,2021-12-15,Minnesota
1501,2021-12-15,Kansas
1502,2021-12-15,Missouri
1503,2021-12-16,Michigan
1504,2021-12-27,California
1505,2020-01-11,North Carolina
1506,2020-01-11,South Carolina
1507,2020-01-11,Arkansas
1508,2020-01-11,Texas
1509,2020-01-11,Tennessee
1510,2020-01-11,Alabama
1511,2020-01-11,Georgia
1512,2020-01-11,Mississippi
1513,2020-02-07,Connecticut
1514,2020-02-07,Maine
1515,2020-02-07,Massachusetts
1516,2020-02-07,New Hampshire
1517,2020-02-07,Rhode Island
1518,2020-02-07,Vermont
1519,2020-02-07,New York
1520,2020-02-07,North Carolina
1521,2020-02-07,Virginia
1522,2020-02-09,California
1523,2020-02-09,Nevada
1524,2020-02-17,California
1525,2020-03-16,California
1526,2020-03-24,Connecticut
1527,2020-03-24,Maine
1528,2020-03-24,Massachusetts
1529,2020-03-24,New Hampshire
1530,2020-03-24,Rhode Island
1531,2020-03-24,Vermont
1532,2020-03-31,Alabama
1533,2020-03-31,Georgia
1534,2020-04-05,California
1535,2020-04-08,Kentucky
1536,2020-04-08,Ohio
1537,2020-04-08,Indiana
1538,2020-04-08,Ohio
1539,2020-04-09,Texas
1540,2020-04-09,Maine
1541,2020-04-12,Arkansas
1542,2020-04-12,Louisiana
1543,2020-04-12,Arkansas
1544,2020-04-12,Virginia
1545,2020-04-12,West Virginia
1546,2020-04-12,Alabama
1547,2020-04-12,Georgia
1548,2020-04-12,Mississippi
1549,2020-04-12,Texas
1550,2020-04-13,North Carolina
1551,2020-04-13,South Carolina
1552,2020-04-13,Tennessee
1553,2020-04-13,South Carolina
1554,2020-04-13,North Carolina
1555,2020-04-13,Connecticut
1556,2020-04-13,Maine
1557,2020-04-13,Massachusetts
1558,2020-04-13,New Hampshire
1559,2020-04-13,Rhode Island
1560,2020-04-13,Vermont
1561,2020-04-13,North Carolina
1562,2020-04-13,South Carolina
1563,2020-04-20,Alabama
1564,2020-04-20,Florida
1565,2020-04-20,Georgia
1566,2020-04-20,Mississippi
1567,2020-04-23,Arkansas
1568,2020-04-23,Louisiana
1569,2020-04-23,Mississippi
1570,2020-04-23,Alabama
1571,2020-04-23,Florida
1572,2020-04-23,Georgia
1573,2020-04-23,Mississippi
1574,2020-04-26,Florida
1575,2020-04-29,Louisiana
1576,2020-04-29,Texas
1577,2020-04-30,Delaware
1578,2020-04-30,Pennsylvania
1579,2020-05-04,Tennessee
1580,2020-05-15,New York
1581,2020-05-22,North Carolina
1582,2020-05-22,South Carolina
1583,2020-05-24,Oklahoma
1584,2020-05-27,Texas
1585,2020-05-27,Texas
1586,2020-06-03,New Jersey
1587,2020-06-03,Delaware
1588,2020-06-03,Pennsylvania
1589,2020-06-03,New Jersey
1590,2020-06-10,Michigan
1591,2020-06-10,Michigan
1592,2020-06-10,Indiana
1593,2020-06-10,Kentucky
1594,2020-06-10,Ohio
1595,2020-06-10,Virginia
1596,2020-06-10,West Virginia
1597,2020-06-27,Alabama
1598,2020-06-27,Georgia
1599,2020-07-11,Arkansas
1600,2020-07-11,Oklahoma
1601,2020-07-11,Oklahoma
1602,2020-07-12,Texas
1603,2020-07-19,Michigan
1604,2020-07-25,Texas
1605,2020-07-25,Texas
1606,2020-08-01,Texas
1607,2020-08-01,Texas
1608,2020-08-03,North Carolina
1609,2020-08-03,South Carolina
1610,2020-08-03,North Carolina
1611,2020-08-04,New Jersey
1612,2020-08-04,New York
1613,2020-08-04,New York
1614,2020-08-04,New Jersey
1615,2020-08-04,Delaware
1616,2020-08-04,New York
1617,2020-08-04,Virginia
1618,2020-08-04,New Jersey
1619,2020-08-04,New York
1620,2020-08-04,Connecticut
1621,2020-08-04,Maine
1622,2020-08-04,Massachusetts
1623,2020-08-04,New Hampshire
1624,2020-08-04,Rhode Island
1625,2020-08-04,Vermont
1626,2020-08-04,New York
1627,2020-08-04,North Carolina
1628,2020-08-04,Delaware
1629,2020-08-04,Pennsylvania
1630,2020-08-04,New Jersey
1631,2020-08-04,New York
1632,2020-08-07,New York
1633,2020-08-10,Iowa
1634,2020-08-10,Illinois
1635,2020-08-10,Missouri
1636,2020-08-10,Iowa
1637,2020-08-10,Indiana
1638,2020-08-10,Illinois
1639,2020-08-10,Iowa
1640,2020-08-10,Illinois
1641,2020-08-10,Iowa
1642,2020-08-14,California
1643,2020-08-14,Minnesota
1644,2020-08-14,Washington
1645,2020-08-15,California
1646,2020-08-16,Texas
1647,2020-08-16,California
1648,2020-08-16,California
1649,2020-08-17,California
1650,2020-08-17,California
1651,2020-08-18,Nevada
1652,2020-08-18,California
1653,2020-08-18,Arizona
1654,2020-08-19,Arizona
1655,2020-08-19,Nevada
1656,2020-08-19,California
1657,2020-08-23,Texas
1658,2020-08-27,Louisiana
1659,2020-08-27,Louisiana
1660,2020-08-27,Texas
1661,2020-08-27,Texas
1662,2020-08-27,Louisiana
1663,2020-08-27,Texas
1664,2020-08-27,Louisiana
1665,2020-08-27,Texas
1666,2020-08-27,Louisiana
1667,2020-08-27,Texas
1668,2020-08-27,Texas
1669,2020-08-27,Connecticut
1670,2020-08-27,Maine
1671,2020-08-27,Massachusetts
1672,2020-08-27,New Hampshire
1673,2020-08-27,Rhode Island
1674,2020-08-27,Vermont
1675,2020-08-27,Texas
1676,2020-08-27,Texas
1677,2020-08-27,Louisiana
1678,2020-08-28,Oregon
1679,2020-08-28,Washington
1680,2020-08-29,Texas
1681,2020-09-05,California
1682,2020-09-05,California
1683,2020-09-06,Nevada
1684,2020-09-06,California
1685,2020-09-07,Washington
1686,2020-09-07,Oregon
1687,2020-09-07,Washington
1688,2020-09-16,Alabama
1689,2020-09-30,Connecticut
1690,2020-09-30,Maine
1691,2020-09-30,Massachusetts
1692,2020-09-30,New Hampshire
1693,2020-09-30,Rhode Island
1694,2020-09-30,Vermont
1695,2020-10-07,New York
1696,2020-10-07,Connecticut
1697,2020-10-07,Maine
1698,2020-10-07,Massachusetts
1699,2020-10-07,New Hampshire
1700,2020-10-07,Rhode Island
1701,2020-10-07,Vermont
1702,2020-10-09,Louisiana
1703,2020-10-09,Louisiana
1704,2020-10-09,Arkansas
1705,2020-10-09,Louisiana
1706,2020-10-09,Mississippi
1707,2020-10-09,Texas
1708,2020-10-09,Louisiana
1709,2020-10-10,Louisiana
1710,2020-10-13,Washington
1711,2020-10-23,Texas
1712,2020-10-25,California
1713,2020-10-26,Oklahoma
1714,2020-10-26,California
1715,2020-10-27,Oklahoma
1716,2020-10-28,Alabama
1717,2020-10-28,Florida
1718,2020-10-28,Georgia
1719,2020-10-28,Mississippi
1720,2020-10-28,Louisiana
1721,2020-10-28,Texas
1722,2020-10-28,Louisiana
1723,2020-10-29,North Carolina
1724,2020-10-29,South Carolina
1725,2020-10-29,Alabama
1726,2020-10-29,Florida
1727,2020-10-29,Washington
1728,2020-11-01,Ohio
1729,2020-11-15,Ohio
1730,2020-11-15,Ohio
1731,2020-11-15,Michigan
1732,2020-11-15,Michigan
1733,2020-11-15,Connecticut
1734,2020-11-15,Maine
1735,2020-11-15,Massachusetts
1736,2020-11-15,New Hampshire
1737,2020-11-15,Rhode Island
1738,2020-11-15,Vermont
1739,2020-11-15,Indiana
1740,2020-11-15,Ohio
1741,2020-11-15,Virginia
1742,2020-11-15,West Virginia
1743,2020-11-30,Connecticut
1744,2020-11-30,Maine
1745,2020-11-30,Massachusetts
1746,2020-11-30,New Hampshire
1747,2020-11-30,Rhode Island
1748,2020-11-30,Vermont
1749,2020-12-01,Ohio
1750,2020-12-03,California
1751,2020-12-03,California
1752,2020-12-05,Connecticut
1753,2020-12-05,Maine
1754,2020-12-05,Massachusetts
1755,2020-12-05,New Hampshire
1756,2020-12-05,Rhode Island
1757,2020-12-05,Vermont
1758,2020-12-07,California
1759,2020-12-17,California
1760,2020-12-25,Connecticut
1761,2020-12-25,Maine
1762,2020-12-25,Massachusetts
1763,2020-12-25,New Hampshire
1764,2020-12-25,Rhode Island
1765,2020-12-25,Vermont
1766,2019-01-06,Washington
1767,2019-01-06,California
1768,2019-01-06,Washington
1769,2019-01-12,Kansas
1770,2019-01-12,Missouri
1771,2019-01-12,Missouri
1772,2019-01-12,Nebraska
1773,2019-01-13,North Carolina
1774,2019-01-13,South Carolina
1775,2019-01-16,California
1776,2019-01-30,Michigan
1777,2019-01-30,Illinois
1778,2019-02-05,California
1779,2019-02-07,Michigan
1780,2019-02-08,Washington
1781,2019-02-13,California
1782,2019-02-24,Pennsylvania
1783,2019-02-24,Ohio
1784,2019-02-24,Virginia
1785,2019-02-24,West Virginia
1786,2019-02-24,Pennsylvania
1787,2019-02-24,Ohio
1788,2019-02-24,Pennsylvania
1789,2019-02-24,Michigan
1790,2019-02-25,Connecticut
1791,2019-02-25,Maine
1792,2019-02-25,Massachusetts
1793,2019-02-25,New Hampshire
1794,2019-02-25,Rhode Island
1795,2019-02-25,Vermont
1796,2019-03-13,Colorado
1797,2019-03-13,Texas
1798,2019-04-07,Texas
1799,2019-04-13,Arkansas
1800,2019-04-13,Louisiana
1801,2019-04-13,Mississippi
1802,2019-04-13,Texas
1803,2019-04-15,Virginia
1804,2019-04-18,Alabama
1805,2019-04-18,Florida
1806,2019-04-18,Georgia
1807,2019-04-18,Mississippi
1808,2019-04-26,North Carolina
1809,2019-04-26,South Carolina
1810,2019-05-09,Texas
1811,2019-05-10,Texas
1812,2019-05-18,Texas
1813,2019-05-23,Virginia
1814,2019-05-24,California
1815,2019-06-06,Texas
1816,2019-06-09,Texas
1817,2019-06-16,Texas
1818,2019-06-19,Arkansas
1819,2019-06-20,Virginia
1820,2019-06-21,Kentucky
1821,2019-06-21,Tennessee
1822,2019-06-22,Alabama
1823,2019-06-22,Georgia
1824,2019-06-23,Texas
1825,2019-06-24,Arkansas
1826,2019-06-30,New York
1827,2019-06-30,Illinois
1828,2019-07-10,Texas
1829,2019-07-13,Louisiana
1830,2019-07-13,Washington
1831,2019-07-13,Louisiana
1832,2019-07-19,Michigan
1833,2019-07-20,Michigan
1834,2019-07-20,Wisconsin
1835,2019-07-20,Michigan
1836,2019-07-21,New York
1837,2019-07-22,Delaware
1838,2019-07-22,Pennsylvania
1839,2019-07-22,New Jersey
1840,2019-07-23,Massachusetts
1841,2019-08-13,Texas
1842,2019-08-15,Texas
1843,2019-08-26,Oklahoma
1844,2019-09-04,Texas
1845,2019-09-05,North Carolina
1846,2019-09-05,North Carolina
1847,2019-09-05,South Carolina
1848,2019-09-05,South Carolina
1849,2019-09-06,North Carolina
1850,2019-09-11,Michigan
1851,2019-09-25,California
1852,2019-09-25,Nevada
1853,2019-10-17,Connecticut
1854,2019-10-17,Maine
1855,2019-10-17,Massachusetts
1856,2019-10-17,New Hampshire
1857,2019-10-17,Rhode Island
1858,2019-10-17,Vermont
1859,2019-10-20,Texas
1860,2019-10-26,Louisiana
1861,2019-10-26,Tennessee
1862,2019-11-01,New York
1863,2019-11-01,Connecticut
1864,2019-11-01,Maine
1865,2019-11-01,Massachusetts
1866,2019-11-01,New Hampshire
1867,2019-11-01,Rhode Island
1868,2019-11-01,Vermont
1869,2019-11-01,New York
1870,2019-11-26,California
1871,2019-11-27,Michigan
1872,2018-01-01,Tennessee
1873,2018-01-01,Texas
1874,2018-01-02,South Carolina
1875,2018-01-02,North Carolina
1876,2018-01-02,South Carolina
1877,2018-01-15,Texas
1878,2018-01-16,Tennessee
1879,2018-01-16,Texas
1880,2018-01-18,Arkansas
1881,2018-01-18,Louisiana
1882,2018-01-18,Mississippi
1883,2018-01-18,Texas
1884,2018-03-01,California
1885,2018-03-01,Ohio
1886,2018-03-01,Michigan
1887,2018-03-02,Delaware
1888,2018-03-02,Maryland
1889,2018-03-02,Ohio
1890,2018-03-02,New York
1891,2018-03-02,New York
1892,2018-03-02,Connecticut
1893,2018-03-02,Massachusetts
1894,2018-03-02,Rhode Island
1895,2018-03-02,Pennsylvania
1896,2018-03-02,Pennsylvania
1897,2018-03-02,Pennsylvania
1898,2018-03-02,New York
1899,2018-03-02,Maryland
1900,2018-03-02,New York
1901,2018-03-02,Virginia
1902,2018-03-02,West Virginia
1903,2018-03-07,New Jersey
1904,2018-03-07,New Jersey
1905,2018-03-07,Pennsylvania
1906,2018-03-07,Connecticut
1907,2018-03-07,Maine
1908,2018-03-07,Massachusetts
1909,2018-03-07,New Hampshire
1910,2018-03-07,Rhode Island
1911,2018-03-07,Vermont
1912,2018-03-13,Massachusetts
1913,2018-03-13,Rhode Island
1914,2018-03-19,Alabama
1915,2018-03-19,Georgia
1916,2018-03-20,New Jersey
1917,2018-03-24,Virginia
1918,2018-03-24,West Virginia
1919,2018-04-04,New York
1920,2018-04-05,Connecticut
1921,2018-04-05,Maine
1922,2018-04-05,Massachusetts
1923,2018-04-05,New Hampshire
1924,2018-04-05,Rhode Island
1925,2018-04-05,Vermont
1926,2018-04-14,Arkansas
1927,2018-04-14,Louisiana
1928,2018-04-14,Mississippi
1929,2018-04-14,Texas
1930,2018-04-15,Michigan
1931,2018-04-15,North Carolina
1932,2018-04-15,South Carolina
1933,2018-05-04,Michigan
1934,2018-05-04,Michigan
1935,2018-05-04,New York
1936,2018-05-04,New Hampshire
1937,2018-05-04,Vermont
1938,2018-05-05,Maine
1939,2018-05-05,New Hampshire
1940,2018-05-05,Vermont
1941,2018-05-14,Virginia
1942,2018-05-15,Pennsylvania
